
5.00000000e-05	3	21553	5.22052454e-11	2.32102002e-03	
2.37102002e-03	7	21551	5.23108849e-11	2.18990377e-03	
4.56092379e-03	7	21539	5.62706757e-11	2.06954936e-03	
6.63047315e-03	7	21384	4.87757520e-11	1.96338546e-03	
8.59385862e-03	7	21366	2.09462033e-11	1.86986942e-03	
1.04637280e-02	7	21339	3.30367229e-11	1.78689665e-03	
