VARIABLES = X, Y,Xc,Yc,type,frac,weights, i_intercepts_i,P_int,u_int,v_int, ep_max, dmg, phi, reg_stat, kappa
6.37951e-01	3.44849e-01	6.43921e-01	3.44849e-01	0	9.78103e-01	7.23620e+00	0	1.99600e+01	2.76677e-322	2.18566e-312	0.00000e+00	0.00000e+00	0.00000e+00	0	-4.00229e+00
6.43864e-01	3.50952e-01	6.43921e-01	3.50952e-01	0	9.26973e-03	3.59347e-01	0	1.99600e+01	2.76677e-322	2.18566e-312	0.00000e+00	0.00000e+00	0.00000e+00	0	-4.00049e+00
6.43921e-01	3.51010e-01	6.43921e-01	3.50952e-01	1	-9.40489e-03	6.53821e-01	1	1.99600e+01	3.65609e-322	2.51973e-322	0.00000e+00	0.00000e+00	0.00000e+00	0	-4.00043e+00
6.50024e-01	3.57095e-01	6.50024e-01	3.57056e-01	1	-6.50968e-03	3.62561e-01	0	1.99600e+01	2.76677e-322	2.18566e-312	0.00000e+00	0.00000e+00	0.00000e+00	0	-4.00040e+00
6.49984e-01	3.57056e-01	6.50024e-01	3.57056e-01	0	6.64119e-03	6.46707e-01	1	1.99600e+01	3.65609e-322	2.51973e-322	0.00000e+00	0.00000e+00	0.00000e+00	0	-4.00036e+00
6.56128e-01	3.62977e-01	6.56128e-01	3.57056e-01	1	-9.70092e-01	8.12908e+00	0	1.99600e+01	2.76677e-322	2.18566e-312	0.00000e+00	0.00000e+00	0.00000e+00	0	-4.00241e+00
6.62231e-01	3.68663e-01	6.62231e-01	3.63159e-01	1	-9.01754e-01	5.19233e+00	0	1.99600e+01	2.76677e-322	2.18566e-312	0.00000e+00	0.00000e+00	0.00000e+00	0	-4.00373e+00
6.56321e-01	3.63159e-01	6.62231e-01	3.63159e-01	0	9.68412e-01	2.51828e+00	1	1.99600e+01	3.65609e-322	2.51973e-322	0.00000e+00	0.00000e+00	0.00000e+00	0	-4.00223e+00
6.68335e-01	3.74164e-01	6.68335e-01	3.69263e-01	1	-8.02955e-01	4.29735e+00	0	1.99600e+01	2.76677e-322	2.18566e-312	0.00000e+00	0.00000e+00	0.00000e+00	0	-4.00278e+00
6.62887e-01	3.69263e-01	6.68335e-01	3.69263e-01	0	8.92578e-01	2.85238e+00	1	1.99600e+01	3.65609e-322	2.51973e-322	0.00000e+00	0.00000e+00	0.00000e+00	0	-4.00386e+00
6.74438e-01	3.79486e-01	6.74438e-01	3.75366e-01	1	-6.75015e-01	2.70058e+00	0	1.99600e+01	2.76677e-322	2.18566e-312	0.00000e+00	0.00000e+00	0.00000e+00	0	-4.00311e+00
6.69697e-01	3.75366e-01	6.74438e-01	3.75366e-01	0	7.76889e-01	2.23191e+00	1	1.99600e+01	3.65609e-322	2.51973e-322	0.00000e+00	0.00000e+00	0.00000e+00	0	-4.00248e+00
6.80542e-01	3.84638e-01	6.80542e-01	3.81470e-01	1	-5.19142e-01	1.64098e+00	0	1.99600e+01	2.76677e-322	2.18566e-312	0.00000e+00	0.00000e+00	0.00000e+00	0	-4.00199e+00
6.76765e-01	3.81470e-01	6.80542e-01	3.81470e-01	0	6.18835e-01	1.48349e+00	1	1.99600e+01	3.65609e-322	2.51973e-322	0.00000e+00	0.00000e+00	0.00000e+00	0	-4.00295e+00
6.86646e-01	3.89627e-01	6.86646e-01	3.87573e-01	1	-3.36448e-01	9.76144e-01	0	1.99600e+01	2.76677e-322	2.18566e-312	0.00000e+00	0.00000e+00	0.00000e+00	0	-4.00079e+00
6.84109e-01	3.87573e-01	6.86646e-01	3.87573e-01	0	4.15561e-01	9.92981e-01	1	1.99600e+01	3.65609e-322	2.51973e-322	0.00000e+00	0.00000e+00	0.00000e+00	0	-4.00217e+00
6.92749e-01	3.94458e-01	6.92749e-01	3.93677e-01	1	-1.27950e-01	4.66281e-01	0	1.99600e+01	2.76677e-322	2.18566e-312	0.00000e+00	0.00000e+00	0.00000e+00	0	-4.00040e+00
6.91749e-01	3.93677e-01	6.92749e-01	3.93677e-01	0	1.63836e-01	7.82039e-01	1	1.99600e+01	3.65609e-322	2.51973e-322	0.00000e+00	0.00000e+00	0.00000e+00	0	-4.00000e+00
6.98853e-01	3.99137e-01	6.98853e-01	3.93677e-01	1	-8.94588e-01	1.08710e+01	0	1.99600e+01	2.76677e-322	2.18566e-312	0.00000e+00	0.00000e+00	0.00000e+00	0	-4.00195e+00
7.04956e-01	4.03670e-01	7.04956e-01	3.99780e-01	1	-6.37221e-01	2.79600e+00	0	1.99600e+01	2.76677e-322	2.18566e-312	0.00000e+00	0.00000e+00	0.00000e+00	0	-4.00189e+00
6.99707e-01	3.99780e-01	7.04956e-01	3.99780e-01	0	8.59974e-01	2.02590e+00	1	1.99600e+01	3.65609e-322	2.51973e-322	0.00000e+00	0.00000e+00	0.00000e+00	0	-4.00137e+00
7.11060e-01	4.08061e-01	7.11060e-01	4.05884e-01	1	-3.56653e-01	1.14631e+00	0	1.99600e+01	2.76677e-322	2.18566e-312	0.00000e+00	0.00000e+00	0.00000e+00	0	-4.00088e+00
7.08010e-01	4.05884e-01	7.11060e-01	4.05884e-01	0	4.99714e-01	1.03246e+00	1	1.99600e+01	3.65609e-322	2.51973e-322	0.00000e+00	0.00000e+00	0.00000e+00	0	-4.00266e+00
7.17163e-01	4.12315e-01	7.17163e-01	4.11987e-01	1	-5.36218e-02	5.08784e-01	0	1.99600e+01	2.76677e-322	2.18566e-312	0.00000e+00	0.00000e+00	0.00000e+00	0	-3.99977e+00
7.16687e-01	4.11987e-01	7.17163e-01	4.11987e-01	0	7.80708e-02	5.94939e-01	1	1.99600e+01	3.65609e-322	2.51973e-322	0.00000e+00	0.00000e+00	0.00000e+00	0	-3.99960e+00
7.23267e-01	4.16436e-01	7.23267e-01	4.11987e-01	1	-7.28822e-01	5.74359e+00	0	1.99600e+01	2.76677e-322	2.18566e-312	0.00000e+00	0.00000e+00	0.00000e+00	0	-3.99996e+00
7.29370e-01	4.20428e-01	7.29370e-01	4.18091e-01	1	-3.82886e-01	1.21296e+00	0	1.99600e+01	2.76677e-322	2.18566e-312	0.00000e+00	0.00000e+00	0.00000e+00	0	-4.00052e+00
