VARIABLES = X, Y
1.50452e+00	3.05176e-03	
1.50452e+00	9.15527e-03	
1.50452e+00	1.52588e-02	
1.50452e+00	2.13623e-02	
1.50452e+00	2.74658e-02	
1.50452e+00	3.35693e-02	
1.50452e+00	3.96729e-02	
1.49841e+00	4.57764e-02	
1.49841e+00	5.18799e-02	
1.49841e+00	5.79834e-02	
1.49841e+00	6.40869e-02	
1.49841e+00	7.01904e-02	
1.49841e+00	7.62939e-02	
1.49841e+00	8.23975e-02	
1.49231e+00	8.85010e-02	
1.49231e+00	9.46045e-02	
1.49231e+00	1.00708e-01	
1.49231e+00	1.06812e-01	
1.49231e+00	1.12915e-01	
1.48621e+00	1.19019e-01	
1.48621e+00	1.25122e-01	
1.48621e+00	1.31226e-01	
1.48621e+00	1.37329e-01	
1.48010e+00	1.43433e-01	
1.48010e+00	1.49536e-01	
1.48010e+00	1.55640e-01	
1.47400e+00	1.61743e-01	
1.47400e+00	1.67847e-01	
1.47400e+00	1.73950e-01	
1.46790e+00	1.80054e-01	
1.46790e+00	1.86157e-01	
1.46179e+00	1.92261e-01	
1.46179e+00	1.98364e-01	
1.46179e+00	2.04468e-01	
1.45569e+00	2.10571e-01	
1.45569e+00	2.16675e-01	
1.44958e+00	2.22778e-01	
1.44958e+00	2.28882e-01	
1.44348e+00	2.34985e-01	
1.44348e+00	2.41089e-01	
1.43738e+00	2.47192e-01	
1.43127e+00	2.53296e-01	
1.43127e+00	2.59399e-01	
1.42517e+00	2.65503e-01	
1.42517e+00	2.71606e-01	
1.41907e+00	2.77710e-01	
1.41296e+00	2.83813e-01	
1.41296e+00	2.89917e-01	
1.40686e+00	2.96021e-01	
1.40076e+00	3.02124e-01	
1.39465e+00	3.08228e-01	
1.39465e+00	3.14331e-01	
1.38855e+00	3.20435e-01	
1.38245e+00	3.26538e-01	
1.37634e+00	3.32642e-01	
1.37024e+00	3.38745e-01	
