VARIABLES = X, Y
4.97437e-01	3.05176e-03	
4.97437e-01	9.15527e-03	
4.97437e-01	1.52588e-02	
4.97437e-01	2.13623e-02	
4.97437e-01	2.74658e-02	
4.97437e-01	3.35693e-02	
4.97437e-01	3.96729e-02	
4.97437e-01	4.57764e-02	
4.97437e-01	5.18799e-02	
4.97437e-01	5.79834e-02	
5.03540e-01	6.40869e-02	
5.03540e-01	7.01904e-02	
5.03540e-01	7.62939e-02	
5.03540e-01	8.23975e-02	
5.03540e-01	8.85010e-02	
5.03540e-01	9.46045e-02	
5.09644e-01	1.00708e-01	
5.09644e-01	1.06812e-01	
5.09644e-01	1.12915e-01	
5.09644e-01	1.19019e-01	
5.15747e-01	1.25122e-01	
5.15747e-01	1.31226e-01	
5.15747e-01	1.37329e-01	
5.15747e-01	1.43433e-01	
5.21851e-01	1.49536e-01	
5.21851e-01	1.55640e-01	
5.21851e-01	1.61743e-01	
5.27954e-01	1.67847e-01	
5.27954e-01	1.73950e-01	
5.27954e-01	1.80054e-01	
5.34058e-01	1.86157e-01	
5.34058e-01	1.92261e-01	
5.40161e-01	1.98364e-01	
5.40161e-01	2.04468e-01	
5.46265e-01	2.10571e-01	
5.46265e-01	2.16675e-01	
5.52368e-01	2.22778e-01	
5.52368e-01	2.28882e-01	
5.58472e-01	2.34985e-01	
5.58472e-01	2.41089e-01	
5.64575e-01	2.47192e-01	
5.64575e-01	2.53296e-01	
5.70679e-01	2.59399e-01	
5.70679e-01	2.65503e-01	
5.76782e-01	2.71606e-01	
5.82886e-01	2.77710e-01	
5.82886e-01	2.83813e-01	
5.88989e-01	2.89917e-01	
5.95093e-01	2.96021e-01	
6.01196e-01	3.02124e-01	
6.01196e-01	3.08228e-01	
6.07300e-01	3.14331e-01	
6.13403e-01	3.20435e-01	
6.19507e-01	3.26538e-01	
6.25610e-01	3.32642e-01	
6.31714e-01	3.38745e-01	
6.37817e-01	3.44849e-01	
